aborted,applicant,cancelled,cancelledAt,createdAt,createdBy,didPass,executed,gracePeriodEnds,guildkick,isMinion,lootRequested,memberAddress,minionExecuteActionTx,newMember,noShares,noVotes,paymentRequested,paymentTokenDecimals,paymentTokenSymbol,processed,processor,processedAt,proposer,proposalId,proposalIndex,sharesRequested,sponsored,sponsor,sponsoredAt,startingPeriod,trade,tributeOffered,tributeTokenDecimals,tributeTokenSymbol,tributeToken,votingPeriodStarts,votingPeriodEnds,whitelist,yesShares,yesVotes,molochAddress,molochVersion,minionAddress,actions,escrow,status,title,description,link,proposalType
"false","0x0000000000000000000000000000000000000000","false","","1654020484","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1655235172","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1655235688","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","469","432","0","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1654020860","10041","false","0","","","0x6243d8cea23066d098a15582d81a598b4e8391f4","1654025572","1654630372","true","4971","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Add FLX to treasury assets ","Whitelist FLX token to move into treasury","etherscan.io/token/0x6243d8cea23066d098a15582d81a598b4e8391f4?a=0x4570b4faf71e23942b8b9f934b47ccedf7540162","Whitelist Token Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","true","1652300031","1652294817","0xf27696c8bca7d54d696189085ae1283f59342fa6","false","false","0","false","false","0","0x8c991297440a79358bd864902e704ecc815eac81","","false","0","0","50000000000000000000","18","WETH","false","0x0000000000000000000000000000000000000000","","0x8c991297440a79358bd864902e704ecc815eac81","468","","0","false","0x0000000000000000000000000000000000000000","","0","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","0","0","false","0","0","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Cancelled","Snapshot vote 25","Invest $100k in digital fashion project","hideout.metacartel.xyz/t/snapshot-investment-vote-25/258","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1652294758","0xf27696c8bca7d54d696189085ae1283f59342fa6","false","false","1653672772","false","false","0","0x8c991297440a79358bd864902e704ecc815eac81","","false","0","0","50000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1654029366","0x8c991297440a79358bd864902e704ecc815eac81","467","431","0","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1652460361","9824","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1652463172","1653067972","false","0","0","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Failed","Snapshot vote 25","Invest $100k in digital fashion project","hideout.metacartel.xyz/t/snapshot-investment-vote-25/258","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1652294719","0xf27696c8bca7d54d696189085ae1283f59342fa6","true","false","1653514372","false","false","0","0x8c991297440a79358bd864902e704ecc815eac81","","false","0","0","50000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1653589848","0x8c991297440a79358bd864902e704ecc815eac81","466","430","0","true","0x8c991297440a79358bd864902e704ecc815eac81","1652300145","9802","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1652304772","1652909572","false","1126","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot vote 25","Invest $100k in digital fashion project","hideout.metacartel.xyz/t/snapshot-investment-vote-25/258","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1652245779","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","true","false","1653456772","false","false","0","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","","false","0","0","200000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1653498130","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","464","428","0","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1652245809","9794","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1652247172","1652851972","false","1399","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot Investment 26","Proposal to invest $400K in https://hideout.metacartel.xyz/t/snapshot-investment-vote-26/261","snapshot.org/#/mcv.eth/proposal/0xc74ee844d76a38675aa15a0052c1a39b6972d6958067a22eb93ab5b25d9016d4","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1652245779","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","true","false","1653463972","false","false","0","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","","false","0","0","125000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1653498236","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","465","429","0","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1652245809","9795","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1652254372","1652859172","false","1399","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot Investment 27","Proposal to invest $250K in https://hideout.metacartel.xyz/t/snapshot-investment-27/262","snapshot.org/#/mcv.eth/proposal/0xa42d432e4a867f2e2d0477c7bf890163005e6b0a68c1f41adf14f335abfc4e88","Funding Proposal"
"false","0x3d0dd10fc11d3738eb6167b85c33062807feb090","false","","1652117531","0x3d0dd10fc11d3738eb6167b85c33062807feb090","true","false","1653341572","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1653498076","0x3d0dd10fc11d3738eb6167b85c33062807feb090","463","427","53","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1652130148","9778","false","10000000000000000000","18","WETH","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1652131972","1652736772","false","12187","5","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Theresa Membership Proposal","Theresa Membership Proposal","","Member Proposal"
"false","0x968672a4b47be63a76efebccc80dde4829db151f","false","","1651874325","0x968672a4b47be63a76efebccc80dde4829db151f","true","false","1653175972","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1653498031","0x968672a4b47be63a76efebccc80dde4829db151f","462","426","53","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1651963041","9755","false","10000000000000000000","18","WETH","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1651966372","1652571172","false","14332","8","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Lucas Membership Proposal","What's up! I'm Lucas - Co-founder of Bankless DAO and Senior Editor at Bankless. Also the last remaining 🔥 _🔥  member not in MCV :) ","","Member Proposal"
"false","0xef8305e140ac520225daf050e2f71d5fbcc543e7","false","","1651672367","0xef8305e140ac520225daf050e2f71d5fbcc543e7","true","false","1652887972","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1653497930","0xef8305e140ac520225daf050e2f71d5fbcc543e7","461","425","53","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1651672499","9715","false","10000000000000000000","18","WETH","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1651678372","1652283172","false","14502","8","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Fabien Membership Proposal","Hi! I want to apply to join the cartel. I'm Fabien, founder of Snapshot based in Thailand. I have tech background, been active in crypto since 2016, previously worked at Potion and Balancer. ","twitter.com/bonustrack87","Member Proposal"
"false","0x6159aaaf32d1ac8b4b96b1a9d7197aed612a59cb","false","","1651119847","0x6159aaaf32d1ac8b4b96b1a9d7197aed612a59cb","true","false","1652333572","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1652455284","0x6159aaaf32d1ac8b4b96b1a9d7197aed612a59cb","460","424","53","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1651120783","9638","false","10000000000000000000","18","WETH","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1651123972","1651728772","false","17428","10","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Yalor Mewn - Pledge ","Gm ☀️","twitter.com/YalorMewn","Member Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1651039385","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","true","false","1652254372","false","false","0","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","","false","0","0","100000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1652385178","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","459","423","0","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1651039458","9627","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1651044772","1651649572","false","1912","3","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot Investment 23","Proposal to invest $250K in https://hideout.metacartel.xyz/t/snapshot-vote-23-investment-memo/256","snapshot.org/#/mcv.eth/proposal/0x9bc056cc96f7b04750a69bed6ba12661effe84bc18dd830dfee5482b697f4493","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1650485499","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","true","false","1652124772","false","false","0","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","","false","0","0","55000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1652192377","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","458","422","0","true","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","1650910722","9609","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1650915172","1651519972","false","771","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot Investment 22","","snapshot.org/#/mcv.eth/proposal/0xebf698166c5b56ee9e118bc496ed3cf0e9ee2f5266d1abf0a935e8873107c1c4","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1648690432","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","true","false","1649964772","false","false","0","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","","false","0","0","75000000000000000000","18","WETH","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1650365924","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","457","421","0","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1648750870","9309","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1648755172","1649359972","false","208","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot Investment 19","","snapshot.org/#/mcv.eth/proposal/0x38f56529ec871ad4a70e66ae18cd51c69f5be993777e3853382c24f5bdd0c9cc","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1648033421","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","true","false","1649244772","false","false","0","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","","false","0","0","5000000000000000000","18","WETH","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1650303516","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","456","420","0","true","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1648033463","9209","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1648035172","1648639972","false","1399","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot Investment 18","https://snapshot.org/#/mcv.eth/proposal/0xbe971ce987a01bc5346e2f56076436e8df2e51e54ff534346263007e193010c9","","Funding Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1646851213","0xf27696c8bca7d54d696189085ae1283f59342fa6","true","false","1648063972","false","false","0","0x8c991297440a79358bd864902e704ecc815eac81","","false","0","0","20000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1648215963","0x8c991297440a79358bd864902e704ecc815eac81","455","419","0","true","0x8c991297440a79358bd864902e704ecc815eac81","1646851370","9045","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1646854372","1647459172","false","4649","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot vote 17","50k investment in digital fashion","snapshot.org/#/mcv.eth/proposal/0x9572bee8499250aebfa1fe8b22452b95a7ed526bdec9dd4d9a52b8a095c5e60a","Funding Proposal"
"false","0x8998bba031255a99907f788336e1e8c863252e97","false","","1646768709","0x8998bba031255a99907f788336e1e8c863252e97","true","false","1647984772","false","false","0","0x0000000000000000000000000000000000000000","","true","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1648163343","0x8998bba031255a99907f788336e1e8c863252e97","454","418","65","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1646768861","9034","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1646775172","1647379972","false","9620","2","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Dave Levine new MCV account address","65 Shares awarded through 2 quarters of Coordinape rewards. Read details here:   https://discord.com/channels/694328313904234627/735510086440452256/931286519635927090","","Member Proposal"
"false","0x7ac712ec4c58ded138cc4e63e0fd59f697cc6963","false","","1645827705","0x618d64611af0a80f77472051077f488f12004daa","true","false","1647041572","false","false","0","0x618d64611af0a80f77472051077f488f12004daa","","false","0","0","40000000000000000000","18","WETH","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1647580540","0x618d64611af0a80f77472051077f488f12004daa","453","417","0","true","0x618d64611af0a80f77472051077f488f12004daa","1645827787","8903","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1645831972","1646436772","false","4814","2","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","Snapshot vote 16","https://hideout.metacartel.xyz/t/snapshot-vote-16-investment-memo/245 https://snapshot.org/#/mcv.eth/proposal/0x8163abc22eb0e8f5532698bf09b5b578bed261c44d46124847c628420247ec45","hideout.metacartel.xyz/t/snapshot-vote-16-investment-memo/245","Funding Proposal"
"false","0xc746a92f997333841adf686253eb77441d9868f4","false","","1644604807","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1645990372","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1646152301","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","452","409","141","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1644718371","8757","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1644780772","1645385572","false","4635","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","2021 Q3/Q4 Incentives Award #22","","discord.com/channels/694328313904234627/882348549138964490/936305898685616138","Funding Proposal"
"false","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","false","","1644543282","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1646011972","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1646153641","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","447","412","2","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1644718420","8760","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1644802372","1645407172","false","4635","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","2021 Q3/Q4 Incentives Award #25","","discord.com/channels/694328313904234627/882348549138964490/936305898685616138","Funding Proposal"
"false","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","false","","1644543282","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1646019172","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1646154961","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","448","413","179","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1644718449","8761","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1644809572","1645414372","false","4635","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","2021 Q3/Q4 Incentives Award #26","","discord.com/channels/694328313904234627/882348549138964490/936305898685616138","Funding Proposal"
"false","0xe2a82cdccbfa6ebf9817b0c4aed45264bd41fbec","false","","1644543282","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1646026372","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1646155697","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","449","414","249","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1644718449","8762","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1644816772","1645421572","false","4635","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","2021 Q3/Q4 Incentives Award #27","","discord.com/channels/694328313904234627/882348549138964490/936305898685616138","Funding Proposal"
"false","0xf15a780336068b58997bfd4640f008349c27636c","false","","1644543282","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","true","false","1646033572","false","false","0","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","","false","0","0","0","","","true","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","1646156054","0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247","450","415","28","true","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","1644718509","8763","false","0","","","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","1644823972","1645428772","false","4635","1","0x4570b4faf71e23942b8b9f934b47ccedf7540162","2","","","","Passed","2021 Q3/Q4 Incentives Award #28","","discord.com/channels/694328313904234627/882348549138964490/936305898685616138","Funding Proposal"
